/home/ostrich/anaconda3/envs/my_master/lib/python3.9/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
Could not estimate the number of tokens of the input, floating-point operations will not be computed
{'loss': 0.6907, 'learning_rate': 5.000000000000001e-07, 'rewards/chosen': 0.00278968783095479, 'rewards/rejected': -0.0024118423461914062, 'rewards/accuracies': 0.5, 'rewards/margins': 0.005201529711484909, 'logps/rejected': -290.07196044921875, 'logps/chosen': -201.966064453125, 'logits/rejected': 0.7632055878639221, 'logits/chosen': 0.8970862030982971, 'epoch': 0.0}
{'loss': 0.6772, 'learning_rate': 3.55e-05, 'rewards/chosen': 0.005609416402876377, 'rewards/rejected': -0.027887865900993347, 'rewards/accuracies': 0.5, 'rewards/margins': 0.03349728509783745, 'logps/rejected': -216.79489135742188, 'logps/chosen': -161.62203979492188, 'logits/rejected': 0.9032451510429382, 'logits/chosen': 1.0881661176681519, 'epoch': 0.04}
{'loss': 0.6375, 'learning_rate': 3.6e-05, 'rewards/chosen': 0.03484311327338219, 'rewards/rejected': -0.08347673714160919, 'rewards/accuracies': 0.875, 'rewards/margins': 0.11831985414028168, 'logps/rejected': -187.0969696044922, 'logps/chosen': -193.85870361328125, 'logits/rejected': 0.8644678592681885, 'logits/chosen': 0.9866469502449036, 'epoch': 0.04}
{'loss': 0.6897, 'learning_rate': 3.65e-05, 'rewards/chosen': 0.014180577360093594, 'rewards/rejected': 0.005964374169707298, 'rewards/accuracies': 0.625, 'rewards/margins': 0.00821620225906372, 'logps/rejected': -184.78634643554688, 'logps/chosen': -131.22402954101562, 'logits/rejected': 0.8087952733039856, 'logits/chosen': 0.7469242811203003, 'epoch': 0.05}
{'loss': 0.6813, 'learning_rate': 3.7e-05, 'rewards/chosen': 0.0029029841534793377, 'rewards/rejected': -0.02204742468893528, 'rewards/accuracies': 0.75, 'rewards/margins': 0.024950407445430756, 'logps/rejected': -119.21893310546875, 'logps/chosen': -155.59169006347656, 'logits/rejected': 1.1051783561706543, 'logits/chosen': 0.994379460811615, 'epoch': 0.05}
{'loss': 0.6594, 'learning_rate': 3.7500000000000003e-05, 'rewards/chosen': 0.028090117499232292, 'rewards/rejected': -0.041285086423158646, 'rewards/accuracies': 0.875, 'rewards/margins': 0.06937520951032639, 'logps/rejected': -239.2097930908203, 'logps/chosen': -187.59597778320312, 'logits/rejected': 0.2945168614387512, 'logits/chosen': 0.7973778247833252, 'epoch': 0.05}
{'loss': 0.672, 'learning_rate': 3.8e-05, 'rewards/chosen': -0.021722961217164993, 'rewards/rejected': -0.06639762222766876, 'rewards/accuracies': 0.75, 'rewards/margins': 0.04467466473579407, 'logps/rejected': -184.2676544189453, 'logps/chosen': -134.15155029296875, 'logits/rejected': 0.6720762252807617, 'logits/chosen': 0.8731487989425659, 'epoch': 0.05}
{'loss': 0.6614, 'learning_rate': 3.85e-05, 'rewards/chosen': 0.0027331567835062742, 'rewards/rejected': -0.06535844504833221, 'rewards/accuracies': 0.75, 'rewards/margins': 0.06809160858392715, 'logps/rejected': -229.5022735595703, 'logps/chosen': -186.60659790039062, 'logits/rejected': 0.8391261696815491, 'logits/chosen': 0.8074568510055542, 'epoch': 0.05}
{'loss': 0.6904, 'learning_rate': 3.9000000000000006e-05, 'rewards/chosen': -0.043820641934871674, 'rewards/rejected': -0.05177207291126251, 'rewards/accuracies': 0.5, 'rewards/margins': 0.00795142725110054, 'logps/rejected': -224.38934326171875, 'logps/chosen': -326.0204772949219, 'logits/rejected': 0.5375149250030518, 'logits/chosen': 0.8278414011001587, 'epoch': 0.05}
{'loss': 0.6657, 'learning_rate': 3.9500000000000005e-05, 'rewards/chosen': 0.006536771543323994, 'rewards/rejected': -0.05502529814839363, 'rewards/accuracies': 0.75, 'rewards/margins': 0.06156206876039505, 'logps/rejected': -252.9354705810547, 'logps/chosen': -531.7467651367188, 'logits/rejected': 0.8834447860717773, 'logits/chosen': 0.7486204504966736, 'epoch': 0.05}
{'loss': 0.6401, 'learning_rate': 4e-05, 'rewards/chosen': 0.009032132104039192, 'rewards/rejected': -0.10478262603282928, 'rewards/accuracies': 0.875, 'rewards/margins': 0.11381475627422333, 'logps/rejected': -241.68264770507812, 'logps/chosen': -171.46133422851562, 'logits/rejected': 0.9157286882400513, 'logits/chosen': 1.0158495903015137, 'epoch': 0.05}
{'loss': 0.6697, 'learning_rate': 4.05e-05, 'rewards/chosen': 0.0033048635814338923, 'rewards/rejected': -0.04480476677417755, 'rewards/accuracies': 1.0, 'rewards/margins': 0.04810962826013565, 'logps/rejected': -219.0589599609375, 'logps/chosen': -152.04335021972656, 'logits/rejected': 0.9167338609695435, 'logits/chosen': 1.0321438312530518, 'epoch': 0.05}
{'loss': 0.6569, 'learning_rate': 4.1e-05, 'rewards/chosen': 0.008533871732652187, 'rewards/rejected': -0.07117009162902832, 'rewards/accuracies': 0.625, 'rewards/margins': 0.07970396429300308, 'logps/rejected': -211.13304138183594, 'logps/chosen': -170.11001586914062, 'logits/rejected': 0.8750513195991516, 'logits/chosen': 0.9192765355110168, 'epoch': 0.05}
{'loss': 0.6722, 'learning_rate': 4.15e-05, 'rewards/chosen': -0.04726147651672363, 'rewards/rejected': -0.10002893954515457, 'rewards/accuracies': 0.625, 'rewards/margins': 0.05276746675372124, 'logps/rejected': -216.50277709960938, 'logps/chosen': -352.111328125, 'logits/rejected': 0.849698007106781, 'logits/chosen': 0.7743800282478333, 'epoch': 0.05}
{'loss': 0.678, 'learning_rate': 4.2e-05, 'rewards/chosen': -0.029993150383234024, 'rewards/rejected': -0.06525919586420059, 'rewards/accuracies': 0.625, 'rewards/margins': 0.03526604175567627, 'logps/rejected': -132.92080688476562, 'logps/chosen': -219.5151824951172, 'logits/rejected': 1.0269523859024048, 'logits/chosen': 1.0113352537155151, 'epoch': 0.05}
{'loss': 0.6477, 'learning_rate': 4.25e-05, 'rewards/chosen': 0.04875998571515083, 'rewards/rejected': -0.04738312214612961, 'rewards/accuracies': 0.875, 'rewards/margins': 0.09614310413599014, 'logps/rejected': -311.1002197265625, 'logps/chosen': -208.14048767089844, 'logits/rejected': 0.9168494939804077, 'logits/chosen': 0.7927789688110352, 'epoch': 0.05}
{'loss': 0.6364, 'learning_rate': 4.3e-05, 'rewards/chosen': 0.026222946122288704, 'rewards/rejected': -0.09250575304031372, 'rewards/accuracies': 0.875, 'rewards/margins': 0.11872868984937668, 'logps/rejected': -222.69927978515625, 'logps/chosen': -142.73216247558594, 'logits/rejected': 0.8437513113021851, 'logits/chosen': 0.9617463946342468, 'epoch': 0.05}
{'loss': 0.6277, 'learning_rate': 4.35e-05, 'rewards/chosen': 0.03135805204510689, 'rewards/rejected': -0.10845956951379776, 'rewards/accuracies': 1.0, 'rewards/margins': 0.13981762528419495, 'logps/rejected': -226.22422790527344, 'logps/chosen': -191.49522399902344, 'logits/rejected': 0.6947470307350159, 'logits/chosen': 0.928554892539978, 'epoch': 0.05}
{'loss': 0.6253, 'learning_rate': 4.4000000000000006e-05, 'rewards/chosen': 0.06869739294052124, 'rewards/rejected': -0.07568540424108505, 'rewards/accuracies': 0.875, 'rewards/margins': 0.1443828046321869, 'logps/rejected': -192.17112731933594, 'logps/chosen': -233.07679748535156, 'logits/rejected': 1.1029622554779053, 'logits/chosen': 1.1255030632019043, 'epoch': 0.05}
{'loss': 0.6304, 'learning_rate': 4.4500000000000004e-05, 'rewards/chosen': 0.029587842524051666, 'rewards/rejected': -0.11286583542823792, 'rewards/accuracies': 0.75, 'rewards/margins': 0.14245370030403137, 'logps/rejected': -246.37539672851562, 'logps/chosen': -326.9630126953125, 'logits/rejected': 0.8287997841835022, 'logits/chosen': 1.0279760360717773, 'epoch': 0.06}
{'loss': 0.5963, 'learning_rate': 4.5e-05, 'rewards/chosen': 0.02583351358771324, 'rewards/rejected': -0.18068981170654297, 'rewards/accuracies': 1.0, 'rewards/margins': 0.2065233290195465, 'logps/rejected': -261.6142272949219, 'logps/chosen': -287.3426818847656, 'logits/rejected': 0.7137041687965393, 'logits/chosen': 0.9120708703994751, 'epoch': 0.06}
{'loss': 0.6107, 'learning_rate': 4.55e-05, 'rewards/chosen': 0.05109317600727081, 'rewards/rejected': -0.12278338521718979, 'rewards/accuracies': 1.0, 'rewards/margins': 0.17387655377388, 'logps/rejected': -175.31857299804688, 'logps/chosen': -79.29505157470703, 'logits/rejected': 0.899451732635498, 'logits/chosen': 1.0099844932556152, 'epoch': 0.06}
{'loss': 0.6029, 'learning_rate': 4.600000000000001e-05, 'rewards/chosen': -0.02731654979288578, 'rewards/rejected': -0.23534592986106873, 'rewards/accuracies': 0.875, 'rewards/margins': 0.2080293893814087, 'logps/rejected': -160.81515502929688, 'logps/chosen': -112.32801055908203, 'logits/rejected': 1.0464664697647095, 'logits/chosen': 1.1940269470214844, 'epoch': 0.06}
{'loss': 0.5981, 'learning_rate': 4.6500000000000005e-05, 'rewards/chosen': 0.07790336012840271, 'rewards/rejected': -0.14412041008472443, 'rewards/accuracies': 0.875, 'rewards/margins': 0.22202378511428833, 'logps/rejected': -176.93087768554688, 'logps/chosen': -140.16224670410156, 'logits/rejected': 0.6996105909347534, 'logits/chosen': 0.9529837369918823, 'epoch': 0.06}
{'loss': 0.5761, 'learning_rate': 4.7e-05, 'rewards/chosen': 0.07414941489696503, 'rewards/rejected': -0.19407916069030762, 'rewards/accuracies': 1.0, 'rewards/margins': 0.26822859048843384, 'logps/rejected': -187.82928466796875, 'logps/chosen': -270.5962219238281, 'logits/rejected': 0.825519859790802, 'logits/chosen': 0.976061999797821, 'epoch': 0.06}
{'loss': 0.6168, 'learning_rate': 4.75e-05, 'rewards/chosen': 0.02014833688735962, 'rewards/rejected': -0.1483025997877121, 'rewards/accuracies': 0.875, 'rewards/margins': 0.1684509515762329, 'logps/rejected': -138.7329559326172, 'logps/chosen': -171.67906188964844, 'logits/rejected': 0.7910114526748657, 'logits/chosen': 0.7169671654701233, 'epoch': 0.06}
{'loss': 0.5756, 'learning_rate': 4.8e-05, 'rewards/chosen': 0.03239936754107475, 'rewards/rejected': -0.25159913301467896, 'rewards/accuracies': 0.875, 'rewards/margins': 0.2839984893798828, 'logps/rejected': -226.59902954101562, 'logps/chosen': -214.44943237304688, 'logits/rejected': 0.8906614780426025, 'logits/chosen': 1.1527791023254395, 'epoch': 0.06}
{'loss': 0.7428, 'learning_rate': 4.85e-05, 'rewards/chosen': -0.15022438764572144, 'rewards/rejected': -0.0944739282131195, 'rewards/accuracies': 0.625, 'rewards/margins': -0.05575043708086014, 'logps/rejected': -171.00643920898438, 'logps/chosen': -202.36276245117188, 'logits/rejected': 0.8427282571792603, 'logits/chosen': 0.8206418752670288, 'epoch': 0.06}
{'loss': 0.8167, 'learning_rate': 4.9e-05, 'rewards/chosen': -0.1891639530658722, 'rewards/rejected': -0.0015472620725631714, 'rewards/accuracies': 0.375, 'rewards/margins': -0.18761666119098663, 'logps/rejected': -186.421630859375, 'logps/chosen': -289.6289367675781, 'logits/rejected': 0.9498143196105957, 'logits/chosen': 0.6576183438301086, 'epoch': 0.06}
{'loss': 0.6835, 'learning_rate': 4.9500000000000004e-05, 'rewards/chosen': -0.016092754900455475, 'rewards/rejected': -0.038864865899086, 'rewards/accuracies': 0.75, 'rewards/margins': 0.022772110998630524, 'logps/rejected': -196.21670532226562, 'logps/chosen': -126.42239379882812, 'logits/rejected': 0.8391560912132263, 'logits/chosen': 1.0738747119903564, 'epoch': 0.06}
{'loss': 0.6394, 'learning_rate': 5e-05, 'rewards/chosen': -0.025885270908474922, 'rewards/rejected': -0.1454477608203888, 'rewards/accuracies': 0.75, 'rewards/margins': 0.11956248432397842, 'logps/rejected': -121.67333221435547, 'logps/chosen': -83.89604949951172, 'logits/rejected': 0.9394128322601318, 'logits/chosen': 0.9533053636550903, 'epoch': 0.06}
{'loss': 0.6526, 'learning_rate': 4.998766400914329e-05, 'rewards/chosen': 0.044200971722602844, 'rewards/rejected': -0.0820169448852539, 'rewards/accuracies': 0.625, 'rewards/margins': 0.12621791660785675, 'logps/rejected': -192.15643310546875, 'logps/chosen': -333.44952392578125, 'logits/rejected': 0.7273677587509155, 'logits/chosen': 0.7541407346725464, 'epoch': 0.06}
{'loss': 0.5362, 'learning_rate': 4.995066821070679e-05, 'rewards/chosen': 0.03329353779554367, 'rewards/rejected': -0.31830111145973206, 'rewards/accuracies': 1.0, 'rewards/margins': 0.3515946567058563, 'logps/rejected': -214.59034729003906, 'logps/chosen': -135.0497283935547, 'logits/rejected': 0.7601417899131775, 'logits/chosen': 1.065685749053955, 'epoch': 0.06}
{'loss': 0.5378, 'learning_rate': 4.9889049115077005e-05, 'rewards/chosen': 0.03379169851541519, 'rewards/rejected': -0.31704840064048767, 'rewards/accuracies': 1.0, 'rewards/margins': 0.35084009170532227, 'logps/rejected': -206.49945068359375, 'logps/chosen': -258.7659606933594, 'logits/rejected': 0.7743338942527771, 'logits/chosen': 0.7099024057388306, 'epoch': 0.06}
{'loss': 0.5334, 'learning_rate': 4.980286753286195e-05, 'rewards/chosen': 0.06710948050022125, 'rewards/rejected': -0.31176912784576416, 'rewards/accuracies': 1.0, 'rewards/margins': 0.3788785934448242, 'logps/rejected': -219.23121643066406, 'logps/chosen': -228.24559020996094, 'logits/rejected': 0.8696533441543579, 'logits/chosen': 1.0911482572555542, 'epoch': 0.06}
{'loss': 0.5107, 'learning_rate': 4.9692208514878444e-05, 'rewards/chosen': 0.11712400615215302, 'rewards/rejected': -0.33387598395347595, 'rewards/accuracies': 0.875, 'rewards/margins': 0.45100000500679016, 'logps/rejected': -161.92039489746094, 'logps/chosen': -259.79119873046875, 'logits/rejected': 1.249639868736267, 'logits/chosen': 1.2729568481445312, 'epoch': 0.07}
{'loss': 0.6342, 'learning_rate': 4.9557181268217227e-05, 'rewards/chosen': -0.04660278558731079, 'rewards/rejected': -0.21193630993366241, 'rewards/accuracies': 0.5, 'rewards/margins': 0.16533353924751282, 'logps/rejected': -176.56224060058594, 'logps/chosen': -253.88119506835938, 'logits/rejected': 0.7580081224441528, 'logits/chosen': 1.0006409883499146, 'epoch': 0.07}
{'loss': 0.425, 'learning_rate': 4.939791904846869e-05, 'rewards/chosen': 0.09739318490028381, 'rewards/rejected': -0.558966875076294, 'rewards/accuracies': 1.0, 'rewards/margins': 0.6563599705696106, 'logps/rejected': -258.0327453613281, 'logps/chosen': -185.93307495117188, 'logits/rejected': 0.763953685760498, 'logits/chosen': 1.035747766494751, 'epoch': 0.07}
{'loss': 0.5505, 'learning_rate': 4.9214579028215776e-05, 'rewards/chosen': 0.04918184503912926, 'rewards/rejected': -0.3064640164375305, 'rewards/accuracies': 0.625, 'rewards/margins': 0.35564589500427246, 'logps/rejected': -198.52906799316406, 'logps/chosen': -166.74856567382812, 'logits/rejected': 0.9529075622558594, 'logits/chosen': 1.1131047010421753, 'epoch': 0.07}
{'loss': 0.5551, 'learning_rate': 4.900734214192358e-05, 'rewards/chosen': -0.02138657681643963, 'rewards/rejected': -0.332306832075119, 'rewards/accuracies': 0.875, 'rewards/margins': 0.31092023849487305, 'logps/rejected': -257.03509521484375, 'logps/chosen': -245.9473114013672, 'logits/rejected': 1.0527962446212769, 'logits/chosen': 1.079768419265747, 'epoch': 0.07}
{'loss': 0.4712, 'learning_rate': 4.877641290737884e-05, 'rewards/chosen': 0.10167527198791504, 'rewards/rejected': -0.4684017300605774, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5700770020484924, 'logps/rejected': -244.63455200195312, 'logps/chosen': -153.87088012695312, 'logits/rejected': 1.0454729795455933, 'logits/chosen': 1.2020028829574585, 'epoch': 0.07}
{'loss': 0.55, 'learning_rate': 4.852201922385564e-05, 'rewards/chosen': 0.015299485065042973, 'rewards/rejected': -0.325597882270813, 'rewards/accuracies': 0.875, 'rewards/margins': 0.3408973813056946, 'logps/rejected': -144.69094848632812, 'logps/chosen': -190.0358123779297, 'logits/rejected': 0.8198809623718262, 'logits/chosen': 0.9767171144485474, 'epoch': 0.07}
{'loss': 0.4166, 'learning_rate': 4.8244412147206284e-05, 'rewards/chosen': 0.2993168830871582, 'rewards/rejected': -0.5075545310974121, 'rewards/accuracies': 1.0, 'rewards/margins': 0.8068714141845703, 'logps/rejected': -291.2111511230469, 'logps/chosen': -411.22698974609375, 'logits/rejected': 0.8083401322364807, 'logits/chosen': 0.8036736845970154, 'epoch': 0.07}
{'loss': 0.3894, 'learning_rate': 4.794386564209953e-05, 'rewards/chosen': 0.24010881781578064, 'rewards/rejected': -0.7123162150382996, 'rewards/accuracies': 1.0, 'rewards/margins': 0.9524250626564026, 'logps/rejected': -208.9215087890625, 'logps/chosen': -260.1798095703125, 'logits/rejected': 0.8786793947219849, 'logits/chosen': 0.9390560388565063, 'epoch': 0.07}
{'loss': 0.5706, 'learning_rate': 4.762067631165049e-05, 'rewards/chosen': -0.08391030132770538, 'rewards/rejected': -0.594772219657898, 'rewards/accuracies': 0.75, 'rewards/margins': 0.510861873626709, 'logps/rejected': -147.56088256835938, 'logps/chosen': -113.39742279052734, 'logits/rejected': 1.0007648468017578, 'logits/chosen': 1.165940284729004, 'epoch': 0.07}
{'loss': 0.457, 'learning_rate': 4.72751631047092e-05, 'rewards/chosen': 0.11005617678165436, 'rewards/rejected': -0.640166699886322, 'rewards/accuracies': 0.75, 'rewards/margins': 0.7502228617668152, 'logps/rejected': -240.65090942382812, 'logps/chosen': -109.87760925292969, 'logits/rejected': 1.0437541007995605, 'logits/chosen': 1.230294108390808, 'epoch': 0.07}
{'loss': 0.4103, 'learning_rate': 4.690766700109659e-05, 'rewards/chosen': 0.10736464709043503, 'rewards/rejected': -0.688198447227478, 'rewards/accuracies': 1.0, 'rewards/margins': 0.7955631017684937, 'logps/rejected': -224.58987426757812, 'logps/chosen': -219.45529174804688, 'logits/rejected': 0.8200628161430359, 'logits/chosen': 1.0172744989395142, 'epoch': 0.07}
{'loss': 0.5613, 'learning_rate': 4.65185506750986e-05, 'rewards/chosen': 0.0325169675052166, 'rewards/rejected': -0.3545601963996887, 'rewards/accuracies': 0.75, 'rewards/margins': 0.38707712292671204, 'logps/rejected': -174.28990173339844, 'logps/chosen': -137.3827667236328, 'logits/rejected': 1.1659290790557861, 'logits/chosen': 1.2961596250534058, 'epoch': 0.07}
{'loss': 0.8051, 'learning_rate': 4.610819813755038e-05, 'rewards/chosen': -0.5461236834526062, 'rewards/rejected': -0.7358487844467163, 'rewards/accuracies': 0.75, 'rewards/margins': 0.1897251009941101, 'logps/rejected': -170.04856872558594, 'logps/chosen': -288.83953857421875, 'logits/rejected': 1.0476841926574707, 'logits/chosen': 1.0122336149215698, 'epoch': 0.07}
{'loss': 0.8613, 'learning_rate': 4.567701435686404e-05, 'rewards/chosen': -0.3396003842353821, 'rewards/rejected': -0.1535145789384842, 'rewards/accuracies': 0.375, 'rewards/margins': -0.1860857903957367, 'logps/rejected': -163.1163787841797, 'logps/chosen': -159.46603393554688, 'logits/rejected': 0.9944828748703003, 'logits/chosen': 0.9773691892623901, 'epoch': 0.07}
{'loss': 0.8008, 'learning_rate': 4.522542485937369e-05, 'rewards/chosen': -0.39052361249923706, 'rewards/rejected': -0.38194066286087036, 'rewards/accuracies': 0.625, 'rewards/margins': -0.008582964539527893, 'logps/rejected': -198.03326416015625, 'logps/chosen': -194.91775512695312, 'logits/rejected': 1.0898902416229248, 'logits/chosen': 1.0701370239257812, 'epoch': 0.07}
{'loss': 0.36, 'learning_rate': 4.4753875309392266e-05, 'rewards/chosen': 0.1153358519077301, 'rewards/rejected': -0.8032842874526978, 'rewards/accuracies': 1.0, 'rewards/margins': 0.9186201095581055, 'logps/rejected': -206.3939666748047, 'logps/chosen': -230.534423828125, 'logits/rejected': 0.7542558908462524, 'logits/chosen': 1.0023878812789917, 'epoch': 0.08}
{'loss': 0.5183, 'learning_rate': 4.426283106939474e-05, 'rewards/chosen': 0.05495936796069145, 'rewards/rejected': -0.40608805418014526, 'rewards/accuracies': 0.75, 'rewards/margins': 0.4610474705696106, 'logps/rejected': -198.6161346435547, 'logps/chosen': -249.02854919433594, 'logits/rejected': 1.3046321868896484, 'logits/chosen': 1.2014482021331787, 'epoch': 0.08}
{'loss': 0.347, 'learning_rate': 4.375277674076149e-05, 'rewards/chosen': 0.07473532855510712, 'rewards/rejected': -0.855991005897522, 'rewards/accuracies': 1.0, 'rewards/margins': 0.9307263493537903, 'logps/rejected': -203.22216796875, 'logps/chosen': -102.21385955810547, 'logits/rejected': 0.8378454446792603, 'logits/chosen': 1.0147827863693237, 'epoch': 0.08}
{'loss': 0.2167, 'learning_rate': 4.3224215685535294e-05, 'rewards/chosen': 0.3100765347480774, 'rewards/rejected': -1.305738925933838, 'rewards/accuracies': 1.0, 'rewards/margins': 1.61581552028656, 'logps/rejected': -300.7481994628906, 'logps/chosen': -255.73626708984375, 'logits/rejected': 0.8605247735977173, 'logits/chosen': 1.2570284605026245, 'epoch': 0.08}
{'loss': 0.5118, 'learning_rate': 4.267766952966369e-05, 'rewards/chosen': -0.0687922015786171, 'rewards/rejected': -0.6858471035957336, 'rewards/accuracies': 0.75, 'rewards/margins': 0.6170549392700195, 'logps/rejected': -235.01004028320312, 'logps/chosen': -297.4356689453125, 'logits/rejected': 1.1441477537155151, 'logits/chosen': 1.0618098974227905, 'epoch': 0.08}
{'loss': 0.4578, 'learning_rate': 4.211367764821722e-05, 'rewards/chosen': 0.01870710961520672, 'rewards/rejected': -0.5863438844680786, 'rewards/accuracies': 0.875, 'rewards/margins': 0.6050509810447693, 'logps/rejected': -184.37844848632812, 'logps/chosen': -155.2047882080078, 'logits/rejected': 0.6806254982948303, 'logits/chosen': 0.7914228439331055, 'epoch': 0.08}
{'loss': 0.5256, 'learning_rate': 4.1532796633091296e-05, 'rewards/chosen': -0.23505544662475586, 'rewards/rejected': -0.7955532073974609, 'rewards/accuracies': 0.75, 'rewards/margins': 0.5604977607727051, 'logps/rejected': -176.01588439941406, 'logps/chosen': -238.39599609375, 'logits/rejected': 0.9892866611480713, 'logits/chosen': 0.9819912910461426, 'epoch': 0.08}
{'loss': 0.4824, 'learning_rate': 4.093559974371725e-05, 'rewards/chosen': -0.15805120766162872, 'rewards/rejected': -1.126388669013977, 'rewards/accuracies': 0.875, 'rewards/margins': 0.9683375358581543, 'logps/rejected': -209.14279174804688, 'logps/chosen': -108.17361450195312, 'logits/rejected': 0.8694468140602112, 'logits/chosen': 1.0072561502456665, 'epoch': 0.08}
{'loss': 0.5004, 'learning_rate': 4.0322676341324415e-05, 'rewards/chosen': -0.09282782673835754, 'rewards/rejected': -0.6229192614555359, 'rewards/accuracies': 0.875, 'rewards/margins': 0.5300914645195007, 'logps/rejected': -180.2410430908203, 'logps/chosen': -124.55899047851562, 'logits/rejected': 0.9031972885131836, 'logits/chosen': 0.8547468781471252, 'epoch': 0.08}
{'loss': 0.3643, 'learning_rate': 3.969463130731183e-05, 'rewards/chosen': 0.09688796103000641, 'rewards/rejected': -0.837347149848938, 'rewards/accuracies': 1.0, 'rewards/margins': 0.934235155582428, 'logps/rejected': -196.15167236328125, 'logps/chosen': -132.64732360839844, 'logits/rejected': 1.033907175064087, 'logits/chosen': 1.0848257541656494, 'epoch': 0.08}
{'loss': 0.3525, 'learning_rate': 3.905208444630327e-05, 'rewards/chosen': 0.21317411959171295, 'rewards/rejected': -0.8023166656494141, 'rewards/accuracies': 1.0, 'rewards/margins': 1.0154906511306763, 'logps/rejected': -220.1000213623047, 'logps/chosen': -272.4510192871094, 'logits/rejected': 0.6734132766723633, 'logits/chosen': 0.764138400554657, 'epoch': 0.08}
{'loss': 0.8282, 'learning_rate': 3.8395669874474915e-05, 'rewards/chosen': -0.5226689577102661, 'rewards/rejected': -0.6505792140960693, 'rewards/accuracies': 0.75, 'rewards/margins': 0.1279102861881256, 'logps/rejected': -166.3746795654297, 'logps/chosen': -260.88720703125, 'logits/rejected': 1.0555424690246582, 'logits/chosen': 0.8513128161430359, 'epoch': 0.08}
{'loss': 0.9542, 'learning_rate': 3.7726035393759285e-05, 'rewards/chosen': -0.5539219975471497, 'rewards/rejected': -0.2985503077507019, 'rewards/accuracies': 0.5, 'rewards/margins': -0.255371630191803, 'logps/rejected': -157.38345336914062, 'logps/chosen': -158.2398681640625, 'logits/rejected': 0.9902971386909485, 'logits/chosen': 1.0330711603164673, 'epoch': 0.08}
{'loss': 0.2902, 'learning_rate': 3.704384185254288e-05, 'rewards/chosen': 0.0059389085508883, 'rewards/rejected': -1.26546311378479, 'rewards/accuracies': 1.0, 'rewards/margins': 1.2714020013809204, 'logps/rejected': -225.43959045410156, 'logps/chosen': -173.63929748535156, 'logits/rejected': 0.7801886796951294, 'logits/chosen': 1.104644775390625, 'epoch': 0.08}
{'loss': 0.5001, 'learning_rate': 3.634976249348867e-05, 'rewards/chosen': -0.14123433828353882, 'rewards/rejected': -1.0984848737716675, 'rewards/accuracies': 0.75, 'rewards/margins': 0.9572505354881287, 'logps/rejected': -194.4983673095703, 'logps/chosen': -199.44581604003906, 'logits/rejected': 1.036204218864441, 'logits/chosen': 1.0496994256973267, 'epoch': 0.08}
{'loss': 0.4016, 'learning_rate': 3.564448228912682e-05, 'rewards/chosen': 0.16591273248195648, 'rewards/rejected': -1.2696760892868042, 'rewards/accuracies': 0.875, 'rewards/margins': 1.4355889558792114, 'logps/rejected': -207.18711853027344, 'logps/chosen': -165.24288940429688, 'logits/rejected': 1.0653440952301025, 'logits/chosen': 1.0402377843856812, 'epoch': 0.08}
{'loss': 0.4706, 'learning_rate': 3.4928697265869515e-05, 'rewards/chosen': -0.1774206906557083, 'rewards/rejected': -1.326170802116394, 'rewards/accuracies': 0.875, 'rewards/margins': 1.1487503051757812, 'logps/rejected': -233.6861572265625, 'logps/chosen': -162.15390014648438, 'logits/rejected': 0.815707266330719, 'logits/chosen': 0.8973503708839417, 'epoch': 0.09}
{'loss': 0.752, 'learning_rate': 3.4203113817116957e-05, 'rewards/chosen': -0.3425820469856262, 'rewards/rejected': -0.49327367544174194, 'rewards/accuracies': 0.5, 'rewards/margins': 0.15069162845611572, 'logps/rejected': -140.0817413330078, 'logps/chosen': -117.01850128173828, 'logits/rejected': 0.9323939085006714, 'logits/chosen': 0.9988224506378174, 'epoch': 0.09}
{'loss': 1.2147, 'learning_rate': 3.346844800613229e-05, 'rewards/chosen': -0.3884834051132202, 'rewards/rejected': -0.06729712337255478, 'rewards/accuracies': 0.5, 'rewards/margins': -0.3211863040924072, 'logps/rejected': -186.3631591796875, 'logps/chosen': -256.4059143066406, 'logits/rejected': 1.026113748550415, 'logits/chosen': 0.7207785248756409, 'epoch': 0.09}
{'loss': 0.4289, 'learning_rate': 3.272542485937369e-05, 'rewards/chosen': -0.034832146018743515, 'rewards/rejected': -0.7322998642921448, 'rewards/accuracies': 0.875, 'rewards/margins': 0.6974676847457886, 'logps/rejected': -129.21978759765625, 'logps/chosen': -101.75755310058594, 'logits/rejected': 1.2914690971374512, 'logits/chosen': 1.2173607349395752, 'epoch': 0.09}
{'loss': 0.417, 'learning_rate': 3.1974777650980735e-05, 'rewards/chosen': -0.04226989299058914, 'rewards/rejected': -1.2039475440979004, 'rewards/accuracies': 0.75, 'rewards/margins': 1.161677598953247, 'logps/rejected': -381.93731689453125, 'logps/chosen': -342.9618835449219, 'logits/rejected': 1.0687386989593506, 'logits/chosen': 1.0717095136642456, 'epoch': 0.09}
