/home/ostrich/anaconda3/envs/my_master/lib/python3.9/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
Could not estimate the number of tokens of the input, floating-point operations will not be computed
{'loss': 0.6898, 'learning_rate': 1.0000000000000002e-06, 'rewards/chosen': -0.0017918350640684366, 'rewards/rejected': -0.009317183867096901, 'rewards/accuracies': 0.5, 'rewards/margins': 0.007525348570197821, 'logps/rejected': -170.3253631591797, 'logps/chosen': -136.59890747070312, 'logits/rejected': 0.47662580013275146, 'logits/chosen': 0.6007204055786133, 'epoch': 0.0}
{'loss': 0.3457, 'learning_rate': 4.762067631165049e-05, 'rewards/chosen': -0.3646746277809143, 'rewards/rejected': -2.303652286529541, 'rewards/accuracies': 0.875, 'rewards/margins': 1.9389777183532715, 'logps/rejected': -264.2666015625, 'logps/chosen': -322.9512634277344, 'logits/rejected': 0.7113053202629089, 'logits/chosen': 0.931125819683075, 'epoch': 0.09}
{'loss': 1.0329, 'learning_rate': 4.7392794005985326e-05, 'rewards/chosen': -0.873711347579956, 'rewards/rejected': -1.1267497539520264, 'rewards/accuracies': 0.5625, 'rewards/margins': 0.25303852558135986, 'logps/rejected': -183.32449340820312, 'logps/chosen': -158.9446563720703, 'logits/rejected': 0.8642061948776245, 'logits/chosen': 0.8019463419914246, 'epoch': 0.09}
{'loss': 0.1021, 'learning_rate': 4.715508948078037e-05, 'rewards/chosen': -0.18546122312545776, 'rewards/rejected': -2.726914882659912, 'rewards/accuracies': 1.0, 'rewards/margins': 2.5414538383483887, 'logps/rejected': -264.83740234375, 'logps/chosen': -263.48126220703125, 'logits/rejected': 0.9543523788452148, 'logits/chosen': 0.8703915476799011, 'epoch': 0.09}
{'loss': 0.3529, 'learning_rate': 4.690766700109659e-05, 'rewards/chosen': -0.2801699638366699, 'rewards/rejected': -2.7821128368377686, 'rewards/accuracies': 0.875, 'rewards/margins': 2.501943349838257, 'logps/rejected': -246.1654815673828, 'logps/chosen': -328.86419677734375, 'logits/rejected': 0.8093668222427368, 'logits/chosen': 0.725864589214325, 'epoch': 0.1}
{'loss': 0.4861, 'learning_rate': 4.665063509461097e-05, 'rewards/chosen': -0.5382967591285706, 'rewards/rejected': -2.1381680965423584, 'rewards/accuracies': 0.875, 'rewards/margins': 1.5998711585998535, 'logps/rejected': -201.16497802734375, 'logps/chosen': -188.64907836914062, 'logits/rejected': 0.9936633706092834, 'logits/chosen': 0.7175832986831665, 'epoch': 0.1}
{'loss': 0.5961, 'learning_rate': 4.638410650401267e-05, 'rewards/chosen': -0.4500434696674347, 'rewards/rejected': -1.4736151695251465, 'rewards/accuracies': 0.75, 'rewards/margins': 1.0235717296600342, 'logps/rejected': -162.60850524902344, 'logps/chosen': -91.98455047607422, 'logits/rejected': 1.1844226121902466, 'logits/chosen': 0.989402711391449, 'epoch': 0.1}
{'loss': 0.5204, 'learning_rate': 4.610819813755038e-05, 'rewards/chosen': -0.4952487647533417, 'rewards/rejected': -2.2585861682891846, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.7633376121520996, 'logps/rejected': -227.58897399902344, 'logps/chosen': -249.23377990722656, 'logits/rejected': 0.790714681148529, 'logits/chosen': 0.8097177743911743, 'epoch': 0.1}
{'loss': 0.903, 'learning_rate': 4.5823031017752485e-05, 'rewards/chosen': -1.1600888967514038, 'rewards/rejected': -2.1910369396209717, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.0309480428695679, 'logps/rejected': -225.91140747070312, 'logps/chosen': -237.93272399902344, 'logits/rejected': 0.7829767465591431, 'logits/chosen': 1.050311803817749, 'epoch': 0.1}
{'loss': 1.3353, 'learning_rate': 4.5528730228342605e-05, 'rewards/chosen': -1.3068225383758545, 'rewards/rejected': -2.038419723510742, 'rewards/accuracies': 0.625, 'rewards/margins': 0.7315971851348877, 'logps/rejected': -200.80043029785156, 'logps/chosen': -133.88092041015625, 'logits/rejected': 0.7616022825241089, 'logits/chosen': 1.045168399810791, 'epoch': 0.1}
{'loss': 0.9873, 'learning_rate': 4.522542485937369e-05, 'rewards/chosen': -1.2748568058013916, 'rewards/rejected': -1.8274894952774048, 'rewards/accuracies': 0.75, 'rewards/margins': 0.5526326894760132, 'logps/rejected': -179.21817016601562, 'logps/chosen': -205.073974609375, 'logits/rejected': 0.8708763122558594, 'logits/chosen': 0.9320533871650696, 'epoch': 0.1}
{'loss': 0.4466, 'learning_rate': 4.491324795060491e-05, 'rewards/chosen': -0.3935747742652893, 'rewards/rejected': -1.9324449300765991, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.5388699769973755, 'logps/rejected': -241.27626037597656, 'logps/chosen': -218.17823791503906, 'logits/rejected': 0.7381792664527893, 'logits/chosen': 1.0417988300323486, 'epoch': 0.1}
{'loss': 0.4127, 'learning_rate': 4.4592336433146e-05, 'rewards/chosen': -0.3935943841934204, 'rewards/rejected': -1.9738333225250244, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.5802388191223145, 'logps/rejected': -221.3618927001953, 'logps/chosen': -220.6094970703125, 'logits/rejected': 0.7526875734329224, 'logits/chosen': 0.646385669708252, 'epoch': 0.11}
{'loss': 0.5287, 'learning_rate': 4.426283106939474e-05, 'rewards/chosen': -0.5641111135482788, 'rewards/rejected': -1.8000686168670654, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.2359575033187866, 'logps/rejected': -279.79052734375, 'logps/chosen': -223.35865783691406, 'logits/rejected': 0.6642652153968811, 'logits/chosen': 0.7568224668502808, 'epoch': 0.11}
{'loss': 0.2672, 'learning_rate': 4.3924876391293915e-05, 'rewards/chosen': -0.24485500156879425, 'rewards/rejected': -2.8447415828704834, 'rewards/accuracies': 0.9375, 'rewards/margins': 2.599886417388916, 'logps/rejected': -281.40966796875, 'logps/chosen': -192.2683563232422, 'logits/rejected': 0.7624453902244568, 'logits/chosen': 1.0454566478729248, 'epoch': 0.11}
{'loss': 0.6627, 'learning_rate': 4.357862063693486e-05, 'rewards/chosen': -0.5828871726989746, 'rewards/rejected': -1.7794625759124756, 'rewards/accuracies': 0.6875, 'rewards/margins': 1.196575403213501, 'logps/rejected': -265.77587890625, 'logps/chosen': -249.99615478515625, 'logits/rejected': 0.8749527335166931, 'logits/chosen': 0.9172758460044861, 'epoch': 0.11}
{'loss': 1.2787, 'learning_rate': 4.3224215685535294e-05, 'rewards/chosen': -1.0500290393829346, 'rewards/rejected': -0.949715256690979, 'rewards/accuracies': 0.625, 'rewards/margins': -0.10031378269195557, 'logps/rejected': -176.1621551513672, 'logps/chosen': -228.51414489746094, 'logits/rejected': 0.9185298085212708, 'logits/chosen': 0.7613480091094971, 'epoch': 0.11}
{'loss': 0.4699, 'learning_rate': 4.2861816990820084e-05, 'rewards/chosen': -0.3434355854988098, 'rewards/rejected': -1.8476440906524658, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.5042083263397217, 'logps/rejected': -283.78228759765625, 'logps/chosen': -268.79351806640625, 'logits/rejected': 0.6071418523788452, 'logits/chosen': 0.9242349863052368, 'epoch': 0.11}
{'loss': 0.5798, 'learning_rate': 4.249158351283414e-05, 'rewards/chosen': -0.44231313467025757, 'rewards/rejected': -1.559667706489563, 'rewards/accuracies': 0.75, 'rewards/margins': 1.117354393005371, 'logps/rejected': -205.7513885498047, 'logps/chosen': -135.85842895507812, 'logits/rejected': 0.7036308646202087, 'logits/chosen': 0.9591604471206665, 'epoch': 0.11}
{'loss': 0.6378, 'learning_rate': 4.211367764821722e-05, 'rewards/chosen': -0.4446146786212921, 'rewards/rejected': -1.961814522743225, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.5171998739242554, 'logps/rejected': -215.56185913085938, 'logps/chosen': -254.31503295898438, 'logits/rejected': 0.7638298869132996, 'logits/chosen': 0.8145634531974792, 'epoch': 0.12}
{'loss': 0.4251, 'learning_rate': 4.172826515897146e-05, 'rewards/chosen': -0.43088701367378235, 'rewards/rejected': -1.6376018524169922, 'rewards/accuracies': 0.875, 'rewards/margins': 1.2067148685455322, 'logps/rejected': -293.68695068359375, 'logps/chosen': -348.1649169921875, 'logits/rejected': 0.6689398884773254, 'logits/chosen': 0.8653454184532166, 'epoch': 0.12}
{'loss': 0.5768, 'learning_rate': 4.133551509975264e-05, 'rewards/chosen': -0.4070793688297272, 'rewards/rejected': -1.1947627067565918, 'rewards/accuracies': 0.75, 'rewards/margins': 0.787683367729187, 'logps/rejected': -207.04910278320312, 'logps/chosen': -245.15846252441406, 'logits/rejected': 0.5961211919784546, 'logits/chosen': 0.809224009513855, 'epoch': 0.12}
{'loss': 0.4888, 'learning_rate': 4.093559974371725e-05, 'rewards/chosen': -0.3970724940299988, 'rewards/rejected': -1.776203989982605, 'rewards/accuracies': 0.875, 'rewards/margins': 1.3791314363479614, 'logps/rejected': -207.80377197265625, 'logps/chosen': -174.63174438476562, 'logits/rejected': 0.5722097158432007, 'logits/chosen': 0.7746111750602722, 'epoch': 0.12}
{'loss': 0.4055, 'learning_rate': 4.052869450695776e-05, 'rewards/chosen': -0.16116079688072205, 'rewards/rejected': -1.498687982559204, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.3375271558761597, 'logps/rejected': -258.35919189453125, 'logps/chosen': -246.12892150878906, 'logits/rejected': 0.507919430732727, 'logits/chosen': 0.8323491811752319, 'epoch': 0.12}
{'loss': 0.3656, 'learning_rate': 4.011497787155938e-05, 'rewards/chosen': -0.13653820753097534, 'rewards/rejected': -1.3191674947738647, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.1826293468475342, 'logps/rejected': -173.07107543945312, 'logps/chosen': -195.5760498046875, 'logits/rejected': 1.014263391494751, 'logits/chosen': 0.8750064373016357, 'epoch': 0.12}
{'loss': 0.6763, 'learning_rate': 3.969463130731183e-05, 'rewards/chosen': -0.42361152172088623, 'rewards/rejected': -1.5367189645767212, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.1131073236465454, 'logps/rejected': -283.6979675292969, 'logps/chosen': -215.89797973632812, 'logits/rejected': 0.7593458294868469, 'logits/chosen': 0.8588970303535461, 'epoch': 0.12}
{'loss': 0.2289, 'learning_rate': 3.92678391921108e-05, 'rewards/chosen': -0.11484606564044952, 'rewards/rejected': -2.0106005668640137, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.8957542181015015, 'logps/rejected': -283.0344543457031, 'logps/chosen': -170.05267333984375, 'logits/rejected': 0.7035831212997437, 'logits/chosen': 1.0352668762207031, 'epoch': 0.12}
{'loss': 0.2439, 'learning_rate': 3.883478873108361e-05, 'rewards/chosen': -0.08389878273010254, 'rewards/rejected': -1.791526436805725, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.7076276540756226, 'logps/rejected': -229.05078125, 'logps/chosen': -214.413330078125, 'logits/rejected': 0.787941575050354, 'logits/chosen': 0.962302565574646, 'epoch': 0.13}
{'loss': 0.2153, 'learning_rate': 3.8395669874474915e-05, 'rewards/chosen': 0.06109349802136421, 'rewards/rejected': -1.577466607093811, 'rewards/accuracies': 1.0, 'rewards/margins': 1.6385600566864014, 'logps/rejected': -281.5390625, 'logps/chosen': -187.80368041992188, 'logits/rejected': 0.7789003849029541, 'logits/chosen': 0.9461922645568848, 'epoch': 0.13}
{'loss': 0.3101, 'learning_rate': 3.795067523432826e-05, 'rewards/chosen': 2.123415470123291e-05, 'rewards/rejected': -1.56450355052948, 'rewards/accuracies': 0.875, 'rewards/margins': 1.564524531364441, 'logps/rejected': -236.81219482421875, 'logps/chosen': -240.9715576171875, 'logits/rejected': 0.8761116862297058, 'logits/chosen': 0.9900226593017578, 'epoch': 0.13}
{'loss': 0.3627, 'learning_rate': 3.7500000000000003e-05, 'rewards/chosen': 0.24806427955627441, 'rewards/rejected': -1.3586448431015015, 'rewards/accuracies': 0.875, 'rewards/margins': 1.606709361076355, 'logps/rejected': -216.747802734375, 'logps/chosen': -253.3470916748047, 'logits/rejected': 0.5173581838607788, 'logits/chosen': 0.6269782185554504, 'epoch': 0.13}
{'loss': 0.5232, 'learning_rate': 3.704384185254288e-05, 'rewards/chosen': -0.11475693434476852, 'rewards/rejected': -1.1020889282226562, 'rewards/accuracies': 0.875, 'rewards/margins': 0.9873319268226624, 'logps/rejected': -217.45216369628906, 'logps/chosen': -215.3832244873047, 'logits/rejected': 0.7272853851318359, 'logits/chosen': 0.8604517579078674, 'epoch': 0.13}
{'loss': 0.3197, 'learning_rate': 3.6582400877996546e-05, 'rewards/chosen': -0.042569682002067566, 'rewards/rejected': -1.6071020364761353, 'rewards/accuracies': 0.875, 'rewards/margins': 1.5645322799682617, 'logps/rejected': -245.15199279785156, 'logps/chosen': -261.2921447753906, 'logits/rejected': 0.6878124475479126, 'logits/chosen': 0.8193207383155823, 'epoch': 0.13}
{'loss': 0.5306, 'learning_rate': 3.611587947962319e-05, 'rewards/chosen': -0.09902772307395935, 'rewards/rejected': -1.2555208206176758, 'rewards/accuracies': 0.875, 'rewards/margins': 1.156493067741394, 'logps/rejected': -238.26116943359375, 'logps/chosen': -199.51284790039062, 'logits/rejected': 0.6983515620231628, 'logits/chosen': 0.9279589653015137, 'epoch': 0.13}
{'loss': 0.3163, 'learning_rate': 3.564448228912682e-05, 'rewards/chosen': -0.09999848902225494, 'rewards/rejected': -1.433736801147461, 'rewards/accuracies': 0.875, 'rewards/margins': 1.3337383270263672, 'logps/rejected': -199.12802124023438, 'logps/chosen': -166.22515869140625, 'logits/rejected': 0.7812798023223877, 'logits/chosen': 1.0241364240646362, 'epoch': 0.13}
{'loss': 0.302, 'learning_rate': 3.516841607689501e-05, 'rewards/chosen': 0.1362125277519226, 'rewards/rejected': -1.7064416408538818, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.8426542282104492, 'logps/rejected': -261.76483154296875, 'logps/chosen': -220.34561157226562, 'logits/rejected': 0.648221492767334, 'logits/chosen': 0.8299872875213623, 'epoch': 0.14}
{'loss': 0.1488, 'learning_rate': 3.4687889661302576e-05, 'rewards/chosen': 0.20515599846839905, 'rewards/rejected': -1.888871669769287, 'rewards/accuracies': 1.0, 'rewards/margins': 2.094027519226074, 'logps/rejected': -254.27606201171875, 'logps/chosen': -197.03216552734375, 'logits/rejected': 0.6198047995567322, 'logits/chosen': 0.9807518720626831, 'epoch': 0.14}
{'loss': 0.5435, 'learning_rate': 3.4203113817116957e-05, 'rewards/chosen': -0.25824064016342163, 'rewards/rejected': -1.1854631900787354, 'rewards/accuracies': 0.875, 'rewards/margins': 0.927222728729248, 'logps/rejected': -205.5963897705078, 'logps/chosen': -204.81887817382812, 'logits/rejected': 0.955865740776062, 'logits/chosen': 1.0423879623413086, 'epoch': 0.14}
{'loss': 0.5151, 'learning_rate': 3.3714301183045385e-05, 'rewards/chosen': -0.3517797887325287, 'rewards/rejected': -1.574535846710205, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.2227561473846436, 'logps/rejected': -220.14039611816406, 'logps/chosen': -153.87750244140625, 'logits/rejected': 0.7942103147506714, 'logits/chosen': 0.7970329523086548, 'epoch': 0.14}
{'loss': 0.5449, 'learning_rate': 3.322166616846458e-05, 'rewards/chosen': -0.08049276471138, 'rewards/rejected': -1.1917229890823364, 'rewards/accuracies': 0.75, 'rewards/margins': 1.1112302541732788, 'logps/rejected': -245.5296630859375, 'logps/chosen': -325.2208251953125, 'logits/rejected': 0.7388625144958496, 'logits/chosen': 0.813915491104126, 'epoch': 0.14}
{'loss': 0.5289, 'learning_rate': 3.272542485937369e-05, 'rewards/chosen': -0.3835376799106598, 'rewards/rejected': -1.3951137065887451, 'rewards/accuracies': 0.75, 'rewards/margins': 1.0115761756896973, 'logps/rejected': -205.34478759765625, 'logps/chosen': -189.5968475341797, 'logits/rejected': 0.726738691329956, 'logits/chosen': 0.8982275724411011, 'epoch': 0.14}
{'loss': 0.3812, 'learning_rate': 3.222579492361179e-05, 'rewards/chosen': -0.16124045848846436, 'rewards/rejected': -1.2031384706497192, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.0418980121612549, 'logps/rejected': -194.51239013671875, 'logps/chosen': -139.1798553466797, 'logits/rejected': 0.6418038606643677, 'logits/chosen': 0.8300697803497314, 'epoch': 0.14}
{'loss': 0.2423, 'learning_rate': 3.172299551538164e-05, 'rewards/chosen': 0.19832183420658112, 'rewards/rejected': -1.3645700216293335, 'rewards/accuracies': 1.0, 'rewards/margins': 1.5628917217254639, 'logps/rejected': -203.16929626464844, 'logps/chosen': -175.004150390625, 'logits/rejected': 0.6660482287406921, 'logits/chosen': 0.7011412382125854, 'epoch': 0.14}
{'loss': 0.329, 'learning_rate': 3.121724717912138e-05, 'rewards/chosen': -0.026695210486650467, 'rewards/rejected': -1.2810332775115967, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.254338026046753, 'logps/rejected': -219.04969787597656, 'logps/chosen': -205.68202209472656, 'logits/rejected': 0.6171429753303528, 'logits/chosen': 0.7631632089614868, 'epoch': 0.15}
{'loss': 0.5972, 'learning_rate': 3.0708771752766394e-05, 'rewards/chosen': -0.2361525595188141, 'rewards/rejected': -1.0421966314315796, 'rewards/accuracies': 0.625, 'rewards/margins': 0.8060440421104431, 'logps/rejected': -172.6917266845703, 'logps/chosen': -105.64016723632812, 'logits/rejected': 0.7281798720359802, 'logits/chosen': 0.8653752207756042, 'epoch': 0.15}
{'loss': 0.5372, 'learning_rate': 3.0197792270443982e-05, 'rewards/chosen': -0.2050221562385559, 'rewards/rejected': -1.1410865783691406, 'rewards/accuracies': 0.75, 'rewards/margins': 0.9360643625259399, 'logps/rejected': -163.09136962890625, 'logps/chosen': -232.64013671875, 'logits/rejected': 0.8002296090126038, 'logits/chosen': 0.761566162109375, 'epoch': 0.15}
{'loss': 0.5237, 'learning_rate': 2.9684532864643122e-05, 'rewards/chosen': -0.17575234174728394, 'rewards/rejected': -1.1645807027816772, 'rewards/accuracies': 0.875, 'rewards/margins': 0.9888283610343933, 'logps/rejected': -179.06068420410156, 'logps/chosen': -190.18992614746094, 'logits/rejected': 0.7416080236434937, 'logits/chosen': 0.6887145638465881, 'epoch': 0.15}
{'loss': 0.4678, 'learning_rate': 2.916921866790256e-05, 'rewards/chosen': -0.2672462463378906, 'rewards/rejected': -1.7412657737731934, 'rewards/accuracies': 0.75, 'rewards/margins': 1.4740195274353027, 'logps/rejected': -310.68060302734375, 'logps/chosen': -148.87049865722656, 'logits/rejected': 0.7286304831504822, 'logits/chosen': 1.0841920375823975, 'epoch': 0.15}
{'loss': 0.5761, 'learning_rate': 2.8652075714060295e-05, 'rewards/chosen': -0.36854949593544006, 'rewards/rejected': -1.3186911344528198, 'rewards/accuracies': 0.75, 'rewards/margins': 0.9501416087150574, 'logps/rejected': -259.1304931640625, 'logps/chosen': -213.99954223632812, 'logits/rejected': 0.7118358016014099, 'logits/chosen': 0.8861347436904907, 'epoch': 0.15}
{'loss': 0.5977, 'learning_rate': 2.8133330839107608e-05, 'rewards/chosen': -0.25602471828460693, 'rewards/rejected': -1.1020374298095703, 'rewards/accuracies': 0.75, 'rewards/margins': 0.8460127115249634, 'logps/rejected': -191.61553955078125, 'logps/chosen': -154.77793884277344, 'logits/rejected': 0.676715612411499, 'logits/chosen': 0.9338520765304565, 'epoch': 0.15}
{'loss': 0.2904, 'learning_rate': 2.761321158169134e-05, 'rewards/chosen': 0.09224855154752731, 'rewards/rejected': -1.3434256315231323, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.4356743097305298, 'logps/rejected': -190.56680297851562, 'logps/chosen': -212.80751037597656, 'logits/rejected': 0.6633292436599731, 'logits/chosen': 0.7034980654716492, 'epoch': 0.16}
{'loss': 0.5646, 'learning_rate': 2.7091946083307896e-05, 'rewards/chosen': -0.24945484101772308, 'rewards/rejected': -0.978316068649292, 'rewards/accuracies': 0.875, 'rewards/margins': 0.7288611531257629, 'logps/rejected': -171.94732666015625, 'logps/chosen': -125.5599594116211, 'logits/rejected': 0.76870197057724, 'logits/chosen': 0.8424175381660461, 'epoch': 0.16}
{'loss': 0.2496, 'learning_rate': 2.656976298823284e-05, 'rewards/chosen': 0.06944050639867783, 'rewards/rejected': -1.537623643875122, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.6070640087127686, 'logps/rejected': -240.58692932128906, 'logps/chosen': -203.59576416015625, 'logits/rejected': 0.7771562337875366, 'logits/chosen': 0.8549118041992188, 'epoch': 0.16}
{'loss': 0.2369, 'learning_rate': 2.604689134322999e-05, 'rewards/chosen': -0.022316552698612213, 'rewards/rejected': -1.5873663425445557, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.5650495290756226, 'logps/rejected': -213.0643310546875, 'logps/chosen': -177.8639678955078, 'logits/rejected': 0.9117771983146667, 'logits/chosen': 0.8388485312461853, 'epoch': 0.16}
{'loss': 0.4353, 'learning_rate': 2.5523560497083926e-05, 'rewards/chosen': -0.18039430677890778, 'rewards/rejected': -1.4787386655807495, 'rewards/accuracies': 0.875, 'rewards/margins': 1.298344373703003, 'logps/rejected': -224.3324432373047, 'logps/chosen': -199.07632446289062, 'logits/rejected': 0.6776392459869385, 'logits/chosen': 0.8184939622879028, 'epoch': 0.16}
{'loss': 0.3952, 'learning_rate': 2.5e-05, 'rewards/chosen': -0.1682662069797516, 'rewards/rejected': -1.9558508396148682, 'rewards/accuracies': 0.875, 'rewards/margins': 1.7875845432281494, 'logps/rejected': -244.93161010742188, 'logps/chosen': -148.2039337158203, 'logits/rejected': 0.7370402216911316, 'logits/chosen': 1.056478500366211, 'epoch': 0.16}
{'loss': 0.3718, 'learning_rate': 2.447643950291608e-05, 'rewards/chosen': -0.21223664283752441, 'rewards/rejected': -1.4551880359649658, 'rewards/accuracies': 0.875, 'rewards/margins': 1.2429513931274414, 'logps/rejected': -179.40789794921875, 'logps/chosen': -121.41569519042969, 'logits/rejected': 0.8150602579116821, 'logits/chosen': 1.1062521934509277, 'epoch': 0.16}
{'loss': 0.4585, 'learning_rate': 2.3953108656770016e-05, 'rewards/chosen': -0.33293601870536804, 'rewards/rejected': -1.631145715713501, 'rewards/accuracies': 0.875, 'rewards/margins': 1.2982094287872314, 'logps/rejected': -240.74917602539062, 'logps/chosen': -172.75634765625, 'logits/rejected': 0.8458554744720459, 'logits/chosen': 0.8903950452804565, 'epoch': 0.16}
{'loss': 0.5184, 'learning_rate': 2.3430237011767167e-05, 'rewards/chosen': -0.20624879002571106, 'rewards/rejected': -1.4322696924209595, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.2260210514068604, 'logps/rejected': -221.70176696777344, 'logps/chosen': -193.76971435546875, 'logits/rejected': 0.7511435747146606, 'logits/chosen': 0.9134371876716614, 'epoch': 0.17}
{'loss': 0.3688, 'learning_rate': 2.2908053916692117e-05, 'rewards/chosen': -0.13613764941692352, 'rewards/rejected': -1.9804764986038208, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.8443386554718018, 'logps/rejected': -270.25848388671875, 'logps/chosen': -314.1996765136719, 'logits/rejected': 0.8479537963867188, 'logits/chosen': 0.8970873951911926, 'epoch': 0.17}
{'loss': 0.4423, 'learning_rate': 2.238678841830867e-05, 'rewards/chosen': -0.2495471090078354, 'rewards/rejected': -1.2656201124191284, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.0160727500915527, 'logps/rejected': -187.5244903564453, 'logps/chosen': -147.07301330566406, 'logits/rejected': 0.7307690978050232, 'logits/chosen': 0.8296158313751221, 'epoch': 0.17}
{'loss': 0.698, 'learning_rate': 2.186666916089239e-05, 'rewards/chosen': -0.591490626335144, 'rewards/rejected': -1.437781572341919, 'rewards/accuracies': 0.6875, 'rewards/margins': 0.8462908864021301, 'logps/rejected': -234.11871337890625, 'logps/chosen': -187.89376831054688, 'logits/rejected': 0.8124526143074036, 'logits/chosen': 0.5687608122825623, 'epoch': 0.17}
{'loss': 0.4695, 'learning_rate': 2.1347924285939714e-05, 'rewards/chosen': -0.3224793076515198, 'rewards/rejected': -1.627750039100647, 'rewards/accuracies': 0.875, 'rewards/margins': 1.305270791053772, 'logps/rejected': -209.890869140625, 'logps/chosen': -212.1903076171875, 'logits/rejected': 0.6673920750617981, 'logits/chosen': 0.8284205794334412, 'epoch': 0.17}
{'loss': 0.5522, 'learning_rate': 2.0830781332097446e-05, 'rewards/chosen': -0.2372910976409912, 'rewards/rejected': -1.3357839584350586, 'rewards/accuracies': 0.75, 'rewards/margins': 1.0984928607940674, 'logps/rejected': -190.62892150878906, 'logps/chosen': -188.60421752929688, 'logits/rejected': 0.7958856225013733, 'logits/chosen': 0.9404445886611938, 'epoch': 0.17}
{'loss': 0.1829, 'learning_rate': 2.031546713535688e-05, 'rewards/chosen': -0.032957084476947784, 'rewards/rejected': -2.0480189323425293, 'rewards/accuracies': 1.0, 'rewards/margins': 2.015061855316162, 'logps/rejected': -262.1083984375, 'logps/chosen': -201.26380920410156, 'logits/rejected': 0.9499654173851013, 'logits/chosen': 1.0422049760818481, 'epoch': 0.17}
{'loss': 0.2201, 'learning_rate': 1.980220772955602e-05, 'rewards/chosen': 0.061845891177654266, 'rewards/rejected': -2.082289695739746, 'rewards/accuracies': 0.9375, 'rewards/margins': 2.1441354751586914, 'logps/rejected': -228.39718627929688, 'logps/chosen': -167.98565673828125, 'logits/rejected': 0.5606922507286072, 'logits/chosen': 1.0220332145690918, 'epoch': 0.17}
{'loss': 0.1909, 'learning_rate': 1.9291228247233605e-05, 'rewards/chosen': 0.1140151172876358, 'rewards/rejected': -1.7651745080947876, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.8791894912719727, 'logps/rejected': -222.90179443359375, 'logps/chosen': -158.82522583007812, 'logits/rejected': 0.6958388686180115, 'logits/chosen': 0.8659186959266663, 'epoch': 0.18}
{'loss': 0.515, 'learning_rate': 1.8782752820878634e-05, 'rewards/chosen': -0.26307785511016846, 'rewards/rejected': -1.1862905025482178, 'rewards/accuracies': 0.75, 'rewards/margins': 0.9232126474380493, 'logps/rejected': -208.14430236816406, 'logps/chosen': -148.84808349609375, 'logits/rejected': 0.4684392809867859, 'logits/chosen': 1.1721396446228027, 'epoch': 0.18}
{'loss': 0.1836, 'learning_rate': 1.827700448461836e-05, 'rewards/chosen': 0.23394064605236053, 'rewards/rejected': -1.7385085821151733, 'rewards/accuracies': 1.0, 'rewards/margins': 1.9724491834640503, 'logps/rejected': -282.7855224609375, 'logps/chosen': -258.5963134765625, 'logits/rejected': 0.49015676975250244, 'logits/chosen': 0.9824761152267456, 'epoch': 0.18}
{'loss': 0.2, 'learning_rate': 1.7774205076388206e-05, 'rewards/chosen': 0.01210695132613182, 'rewards/rejected': -1.7478363513946533, 'rewards/accuracies': 1.0, 'rewards/margins': 1.7599433660507202, 'logps/rejected': -210.52474975585938, 'logps/chosen': -189.07049560546875, 'logits/rejected': 0.9506620764732361, 'logits/chosen': 0.8724159598350525, 'epoch': 0.18}
{'loss': 0.3641, 'learning_rate': 1.7274575140626318e-05, 'rewards/chosen': -0.09034872055053711, 'rewards/rejected': -1.582564115524292, 'rewards/accuracies': 0.875, 'rewards/margins': 1.4922155141830444, 'logps/rejected': -193.3575897216797, 'logps/chosen': -162.4590606689453, 'logits/rejected': 0.7759776711463928, 'logits/chosen': 0.9189591407775879, 'epoch': 0.18}
